Graph,Repeat,Algorithm,Time (s),Modularity,NMI
lfr-n10000-mu5,0,Leiden-LPA-coreratio_0.6,0.527,0.3153,0.3393
lfr-n10000-mu5,1,Leiden-LPA-coreratio_0.6,0.5247,0.3096,0.3336
lfr-n10000-mu5,2,Leiden-LPA-coreratio_0.6,0.5173,0.3141,0.3219
lfr-n10000-mu5,3,Leiden-LPA-coreratio_0.6,0.6127,0.3054,0.3
lfr-n10000-mu5,4,Leiden-LPA-coreratio_0.6,0.522,0.3144,0.3403
lfr-n10000-mu5,5,Leiden-LPA-coreratio_0.6,0.5221,0.3135,0.3298
lfr-n10000-mu5,6,Leiden-LPA-coreratio_0.6,0.541,0.3038,0.2971
lfr-n10000-mu5,7,Leiden-LPA-coreratio_0.6,0.5077,0.3088,0.3014
lfr-n10000-mu5,8,Leiden-LPA-coreratio_0.6,0.5011,0.3132,0.3236
lfr-n10000-mu5,9,Leiden-LPA-coreratio_0.6,0.5187,0.3092,0.3188
lfr-n10000-mu5,0,Leiden-LPA-coreratio_0.8,0.7993,0.3182,0.3343
lfr-n10000-mu5,1,Leiden-LPA-coreratio_0.8,0.6973,0.3251,0.3477
lfr-n10000-mu5,2,Leiden-LPA-coreratio_0.8,0.691,0.3224,0.3438
lfr-n10000-mu5,3,Leiden-LPA-coreratio_0.8,0.678,0.3201,0.3366
lfr-n10000-mu5,4,Leiden-LPA-coreratio_0.8,0.6942,0.3181,0.3281
lfr-n10000-mu5,5,Leiden-LPA-coreratio_0.8,0.7767,0.3219,0.323
lfr-n10000-mu5,6,Leiden-LPA-coreratio_0.8,0.7365,0.3189,0.3216
lfr-n10000-mu5,7,Leiden-LPA-coreratio_0.8,0.6808,0.3201,0.3409
lfr-n10000-mu5,8,Leiden-LPA-coreratio_0.8,0.7802,0.3178,0.3318
lfr-n10000-mu5,9,Leiden-LPA-coreratio_0.8,0.7037,0.3214,0.3412
lfr-n10000-mu5,0,Leiden-LPA-coreratio_1.0,0.7074,0.3248,0.2927
lfr-n10000-mu5,1,Leiden-LPA-coreratio_1.0,-0.6647,0.3191,0.2601
lfr-n10000-mu5,2,Leiden-LPA-coreratio_1.0,0.7235,0.3286,0.3191
lfr-n10000-mu5,3,Leiden-LPA-coreratio_1.0,0.7199,0.3177,0.2716
lfr-n10000-mu5,4,Leiden-LPA-coreratio_1.0,0.7673,0.3324,0.3437
